feature_count,anomaly_rate_mean,anomaly_rate_std,health_mean_mean,health_mean_std
25,0.0068455373368291935,0.006794677533535456,97.76750711327561,1.9503135850718187
55,0.015103064092807131,0.015555008962109089,89.41640033995175,4.950794244610191
